"DATE","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"04-Feb-15","INDO GIBL Indiaforensic STL15011","28494909389","04-Feb-15","4,12,300.00","","62,88,974.00",
"04-Feb-15","INDO GIBL Indiaforensic STL16011","28494938582","04-Feb-15","5,18,375.00","","57,70,599.00",
"05-Feb-15","INDO GIBL Indiaforensic STL19011","28494911870","05-Feb-15","2,96,450.00","","54,74,149.00",
"05-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494958708","05-Feb-15","","5,00,000.00","59,74,149.00",
"05-Feb-15","","28494866319","05-Feb-15","","5,00,000.00","64,74,149.00",
"05-Feb-15","INDO GIBL Indiaforensic STL22011","28494896112","05-Feb-15","2,74,600.00","","61,99,549.00",
"05-Feb-15","INDO GIBL Indiaforensic STL20011","28494889385","05-Feb-15","1,59,725.00","","60,39,824.00",
"05-Feb-15","INDO GIBL Indiaforensic STL21011","28494946311","05-Feb-15","69,000.00","","59,70,824.00",
"05-Feb-15","INDO GIBL Indiaforensic STL18011","28494909218","05-Feb-15","2,44,350.00","","57,26,474.00",
"05-Feb-15","INDO GIBL Indiaforensic STL23011","28494884968","05-Feb-15","2,24,800.00","","55,01,674.00",
"05-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494975381","05-Feb-15","","5,00,000.00","60,01,674.00",
"06-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494938507","06-Feb-15","","5,00,000.00","65,01,674.00",
"06-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494945537","06-Feb-15","","5,00,000.00","70,01,674.00",
"06-Feb-15","INDO GIBL Indiaforensic STL25011","28494873170","06-Feb-15","1,35,050.00","","68,66,624.00",
"06-Feb-15","INDO GIBL Indiaforensic STL26011","28494865073","06-Feb-15","31,300.00","","68,35,324.00",
"06-Feb-15","INDO GIBL Indiaforensic STL27011","28494869124","06-Feb-15","20,500.00","","68,14,824.00",
"06-Feb-15","INDO GIBL Indiaforensic STL28011","28494961085","06-Feb-15","5,500.00","","68,09,324.00",
"06-Feb-15","INDO GIBL Indiaforensic STL24011","28494948723","06-Feb-15","2,04,900.00","","66,04,424.00",
"06-Feb-15","INDO GIBL Indiaforensic STL17011","28494960837","06-Feb-15","5,63,250.00","","60,41,174.00",
"06-Feb-15","INDO GIBL Indiaforensic STL29011","28494890567","06-Feb-15","2,07,100.00","","58,34,074.00",
"06-Feb-15","INDO GIBL Indiaforensic STL30011","28494928058","06-Feb-15","1,38,250.00","","56,95,824.00",
"06-Feb-15","INDO GIBL Indiaforensic STL31011","28494956489","06-Feb-15","1,96,150.00","","54,99,674.00",
"06-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494918962","06-Feb-15","","5,00,000.00","59,99,674.00",
"06-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494860560","06-Feb-15","","5,00,000.00","64,99,674.00",
"06-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494933961","06-Feb-15","","5,00,000.00","69,99,674.00",
"07-Feb-15","INDO GIBL Indiaforensic STL02021","28494862111","07-Feb-15","1,19,675.00","","68,79,999.00",
"09-Feb-15","INDO GIBL Indiaforensic STL01021","28494968508","09-Feb-15","1,37,775.00","","67,42,224.00",
"09-Feb-15","INDO GIBL Indiaforensic STL03021","28494912897","09-Feb-15","61,500.00","","66,80,724.00",
"09-Feb-15","INDO GIBL Indiaforensic STL05021","28494961058","09-Feb-15","1,38,350.00","","65,42,374.00",
"09-Feb-15","INDO GIBL Indiaforensic STL06021","28494973370","09-Feb-15","2,39,400.00","","63,02,974.00",
"09-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494934295","09-Feb-15","","5,00,000.00","68,02,974.00",
"09-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494939226","09-Feb-15","15000000","","-81,97,026.00",
"09-Feb-15","INDO GIBL Indiaforensic STL07021","28494919221","09-Feb-15","","10545453","23,48,427.00",
"09-Feb-15","INDO GIBL Indiaforensic STL08021","28494968105","09-Feb-15","3,00,799.00","","20,47,628.00",
"09-Feb-15","INDO GIBL Indiaforensic STL09021","28494878147","09-Feb-15","3,34,900.00","","17,12,728.00",
"09-Feb-15","INDO GIBL Indiaforensic STL10021","28494913017","09-Feb-15","68,250.00","","16,44,478.00",
"10-Feb-15","INDO GIBL Indiaforensic STL13021","28494968765","10-Feb-15","3,07,125.00","","13,37,353.00",
"10-Feb-15","INDO GIBL Indiaforensic STL14021","28494910947","10-Feb-15","4,75,300.00","","8,62,053.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494961939","10-Feb-15","","5,00,000.00","13,62,053.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494899197","10-Feb-15","","5,00,000.00","18,62,053.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494947280","10-Feb-15","","5,00,000.00","23,62,053.00",
"10-Feb-15","","28494909205","10-Feb-15","5,94,328.00","","17,67,725.00",
"10-Feb-15","INDO GIBL Indiaforensic STL15021","28494970636","10-Feb-15","3,87,100.00","","13,80,625.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494916200","10-Feb-15","","5,00,000.00","18,80,625.00",
"10-Feb-15","INDO GIBL Indiaforensic STL16021","28494974657","10-Feb-15","7,10,800.00","","11,69,825.00",
"10-Feb-15","INDO GIBL Indiaforensic STL17021","28494931826","10-Feb-15","3,85,400.00","","7,84,425.00",
"10-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494966634","10-Feb-15","","5,00,000.00","12,84,425.00",
"11-Feb-15","FDRL/INTERNAL FUND TRANSFER","","11-Feb-15","","5,00,000.00","17,84,425.00",
"11-Feb-15","INDO GIBL Indiaforensic STL18021","28494956148","11-Feb-15","79,350.00","","17,05,075.00",
"11-Feb-15","INDO GIBL Indiaforensic STL19021","28494955592","11-Feb-15","3,85,200.00","","13,19,875.00",
"11-Feb-15","INDO GIBL Indiaforensic STL20021","28494868646","11-Feb-15","2,99,950.00","","10,19,925.00",
"11-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494904308","11-Feb-15","","5,00,000.00","15,19,925.00",
"11-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494922668","11-Feb-15","","5,00,000.00","20,19,925.00",
"11-Feb-15","INDO GIBL Indiaforensic STL21021","28494879343","11-Feb-15","2,73,500.00","","17,46,425.00",
"11-Feb-15","INDO GIBL Indiaforensic STL22021","28494968740","11-Feb-15","2,37,500.00","","15,08,925.00",
"12-Feb-15","INDO GIBL Indiaforensic STL23021","28494924073","12-Feb-15","2,77,753.00","","12,31,172.00",
"12-Feb-15","INDO GIBL Indiaforensic STL24021","28494879676","12-Feb-15","70,300.00","","11,60,872.00",
"12-Feb-15","INDO GIBL Indiaforensic STL25021","28494909840","12-Feb-15","62,400.00","","10,98,472.00",
"12-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494927690","12-Feb-15","","5,00,000.00","15,98,472.00",
"12-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494936721","12-Feb-15","","5,00,000.00","20,98,472.00",
"12-Feb-15","INDO GIBL Indiaforensic STL26021","28494964034","12-Feb-15","1,03,300.00","","19,95,172.00",
"12-Feb-15","INDO GIBL Indiaforensic STL27021","28494861402","12-Feb-15","1,82,450.00","","18,12,722.00",
"12-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494943796","12-Feb-15","","5,00,000.00","23,12,722.00",
"12-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494914850","12-Feb-15","","2,000.00","23,14,722.00",
"12-Feb-15","INDO GIBL Indiaforensic STL03031","28494944202","12-Feb-15","1,55,500.00","","21,59,222.00",
"12-Feb-15","","28494931276","12-Feb-15","2,44,350.00","","19,14,872.00",
"12-Feb-15","INDO GIBL Indiaforensic STL01031","28494909544","12-Feb-15","2,02,799.00","","17,12,053.00",
"13-Feb-15","INDO GIBL Indiaforensic STL03031","28494870749","13-Feb-15","1,55,500.00","","15,56,553.00",
"13-Feb-15","INDO GIBL Indiaforensic STL05031","28494938806","13-Feb-15","1,53,300.00","","14,03,253.00",
"13-Feb-15","INDO GIBL Indiaforensic STL06031","28494924033","13-Feb-15","3,50,150.00","","10,53,103.00",
"13-Feb-15","INDO GIBL Indiaforensic STL07031","28494875592","13-Feb-15","3,71,900.00","","6,81,203.00",
"13-Feb-15","INDO GIBL Indiaforensic STL08031","28494881583","13-Feb-15","6,85,930.00","","-4,727.00",
"13-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494914667","13-Feb-15","","5,00,000.00","4,95,273.00",
"13-Feb-15","","28494866605","13-Feb-15","","5,00,000.00","9,95,273.00",
"13-Feb-15","INDO GIBL Indiaforensic STL09031","28494935072","13-Feb-15","3,90,850.00","","6,04,423.00",
"13-Feb-15","INDO GIBL Indiaforensic STL1003","28494975294","13-Feb-15","85,800.00","","5,18,623.00",
"13-Feb-15","INDO GIBL Indiaforensic STL11031","28494925536","13-Feb-15","45,000.00","","4,73,623.00",
"14-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494874018","14-Feb-15","","5,00,000.00","9,73,623.00",
"14-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494937897","14-Feb-15","","5,00,000.00","14,73,623.00",
"14-Feb-15","INDO GIBL Indiaforensic STL12031","28494938107","14-Feb-15","5,77,493.00","","8,96,130.00",
"14-Feb-15","INDO GIBL Indiaforensic STL13031","28494917963","14-Feb-15","5,56,224.00","","3,39,906.00",
"","FDRL/INTERNAL FUND TRANSFER","28494942096","","","5,00,000.00","8,39,906.00",
"14-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494884980","14-Feb-15","","5,00,000.00","13,39,906.00",
"14-Feb-15","","28494875190","14-Feb-15","4,25,700.00","","9,14,206.00",
"14-Feb-15","INDO GIBL Indiaforensic STL15031","28494883512","14-Feb-15","2,13,463.00","","7,00,743.00",
"14-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494931419","14-Feb-15","","5,00,000.00","12,00,743.00",
"14-Feb-15","INDO GIBL Indiaforensic STL16031","28494949583","14-Feb-15","1,99,983.00","","10,00,760.00",
"14-Feb-15","INDO GIBL Indiaforensic STL17031","28494921095","14-Feb-15","2,30,510.00","","7,70,250.00",
"16-Feb-15","INDO GIBL Indiaforensic STL18031","28494941525","16-Feb-15","10,000.00","","7,60,250.00",
"16-Feb-15","INDO GIBL Indiaforensic STL19031","28494878357","16-Feb-15","3,35,250.00","","4,25,000.00",
"16-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494916512","16-Feb-15","","5,00,000.00","9,25,000.00",
"16-Feb-15","Indfor INCM INDO REVREMI0303","28494903150","16-Feb-15","","1,320.00","9,26,320.00",
"16-Feb-15","INDO GIBLOXGN REVSTL03031","28494893887","16-Feb-15","","1,55,500.00","10,81,820.00",
"16-Feb-15","Indfor INCM INDO REVREMI0103","28494940584","16-Feb-15","","2,02,799.00","12,84,619.00",
"16-Feb-15","","28494862072","16-Feb-15","2,00,799.00","","10,83,820.00",
"16-Feb-15","INDO GIBL Indiaforensic STL20031","28494888559","16-Feb-15","4,34,450.00","","6,49,370.00",
"16-Feb-15","INDO GIBL Indiaforensic STL21031","28494868763","16-Feb-15","2,92,175.00","","3,57,195.00",
"16-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494919917","16-Feb-15","","5,00,000.00","8,57,195.00",
"16-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494877813","16-Feb-15","","5,00,000.00","13,57,195.00",
"16-Feb-15","INDO GIBL Indiaforensic STL22031","28494959858","16-Feb-15","3,01,200.00","","10,55,995.00",
"16-Feb-15","","28494886045","16-Feb-15","","5,00,000.00","15,55,995.00",
"16-Feb-15","INDO GIBL Indiaforensic STL23031","28494879758","16-Feb-15","2,18,975.00","","13,37,020.00",
"16-Feb-15","INDO GIBL Indiaforensic STL24031","28494869423","16-Feb-15","44,800.00","","12,92,220.00",
"16-Feb-15","INDO GIBL Indiaforensic STL25031","28494951443","16-Feb-15","12,000.00","","12,80,220.00",
"17-Feb-15","INDO GIBL Indiaforensic STL26031","28494899996","17-Feb-15","2,59,150.00","","10,21,070.00",
"17-Feb-15","INDO GIBL Indiaforensic STL27031","28494870725","17-Feb-15","1,39,650.00","","8,81,420.00",
"17-Feb-15","INDO GIBL Indiaforensic STL28031","28494945950","17-Feb-15","1,64,600.00","","7,16,820.00",
"17-Feb-15","INDO GIBL Indiaforensic STL29031","28494861654","17-Feb-15","81,675.00","","6,35,145.00",
"17-Feb-15","INDO GIBL Indiaforensic STL30031","28494957835","17-Feb-15","85,750.00","","5,49,395.00",
"17-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494959902","17-Feb-15","","5,00,000.00","10,49,395.00",
"17-Feb-15","","28494973155","17-Feb-15","","5,00,000.00","15,49,395.00",
"17-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494905351","17-Feb-15","","5,00,000.00","20,49,395.00",
"17-Feb-15","INDO GIBL Indiaforensic STL31031","28494957261","17-Feb-15","1,50,950.00","","18,98,445.00",
"17-Feb-15","INDO GIBL Indiaforensic STL01041","28494920309","17-Feb-15","20,000.00","","18,78,445.00",
"17-Feb-15","INDO GIBL Indiaforensic STL02041","28494933735","17-Feb-15","26,400.00","","18,52,045.00",
"18-Feb-15","INDO GIBL Indiaforensic STL03041","28494883141","18-Feb-15","1,09,650.00","","17,42,395.00",
"18-Feb-15","INDO GIBL Indiaforensic STL04041","28494896998","18-Feb-15","3,18,100.00","","14,24,295.00",
"18-Feb-15","INDO GIBL Indiaforensic STL05041","28494861872","18-Feb-15","3,09,200.00","","11,15,095.00",
"18-Feb-15","INDO GIBL Indiaforensic STL06041","28494886602","18-Feb-15","3,03,600.00","","8,11,495.00",
"18-Feb-15","INDO GIBL Indiaforensic STL07041","28494886156","18-Feb-15","48,800.00","","7,62,695.00",
"18-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494966140","18-Feb-15","","5,00,000.00","12,62,695.00",
"18-Feb-15","INDO GIBL Indiaforensic STL09041","28494877931","18-Feb-15","3,05,950.00","","9,56,745.00",
"18-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494903737","18-Feb-15","","5,00,000.00","14,56,745.00",
"18-Feb-15","INDO GIBL Indiaforensic STL10041","28494969145","18-Feb-15","1,62,600.00","","12,94,145.00",
"18-Feb-15","INDO GIBL Indiaforensic STL11041","28494930180","18-Feb-15","6,39,700.00","","6,54,445.00",
"19-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494943303","19-Feb-15","","5,00,000.00","11,54,445.00",
"","INDO GIBL Indiaforensic STL12041","28494956855","","3,63,900.00","","7,90,545.00",
"19-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494880260","19-Feb-15","","5,00,000.00","12,90,545.00",
"19-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494932594","19-Feb-15","","5,00,000.00","17,90,545.00",
"19-Feb-15","INDO GIBL Indiaforensic STL13041","28494925658","19-Feb-15","3,47,950.00","","14,42,595.00",
"19-Feb-15","INDO GIBL Indiaforensic STL14041","28494866650","19-Feb-15","76,900.00","","13,65,695.00",
"19-Feb-15","INDO GIBL Indiaforensic STL15041","28494935918","19-Feb-15","48,000.00","","13,17,695.00",
"19-Feb-15","INDO GIBL Indiaforensic STL16041","28494880344","19-Feb-15","5,55,650.00","","7,62,045.00",
"19-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494880536","19-Feb-15","","5,00,000.00","12,62,045.00",
"19-Feb-15","INDO GIBL Indiaforensic STL17041","28494942328","19-Feb-15","5,74,150.00","","6,87,895.00",
"19-Feb-15","INDO GIBL Indiaforensic STL18041","28494959111","19-Feb-15","3,88,550.00","","2,99,345.00",
"19-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494897185","19-Feb-15","","5,00,000.00","7,99,345.00",
"19-Feb-15","INDO GIBL Indiaforensic STL19041","28494968710","19-Feb-15","2,76,300.00","","5,23,045.00",
"20-Feb-15","INDO GIBL Indiaforensic STL20041","28494923019","20-Feb-15","1,67,591.00","","3,55,454.00",
"20-Feb-15","","28494901843","20-Feb-15","","5,00,000.00","8,55,454.00",
"20-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494875303","20-Feb-15","","5,00,000.00","13,55,454.00",
"20-Feb-15","INDO GIBL Indiaforensic STL21041","28494957439","20-Feb-15","2,42,700.00","","11,12,754.00",
"20-Feb-15","INDO GIBL Indiaforensic STL22041","28494942728","20-Feb-15","92,900.00","","10,19,854.00",
"20-Feb-15","INDO GIBL Indiaforensic STL23041","28494916236","20-Feb-15","3,15,750.00","","7,04,104.00",
"20-Feb-15","INDO GIBL Indiaforensic STL24041","28494944286","20-Feb-15","3,77,300.00","","3,26,804.00",
"20-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494898668","20-Feb-15","","5,00,000.00","8,26,804.00",
"20-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494873747","20-Feb-15","","5,00,000.00","13,26,804.00",
"20-Feb-15","INDO GIBL Indiaforensic STL25041","28494897314","20-Feb-15","4,14,276.00","","9,12,528.00",
"21-Feb-15","INDO GIBL Indiaforensic STL26041","28494878147","21-Feb-15","3,51,100.00","","5,61,428.00",
"21-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494955268","21-Feb-15","","5,00,000.00","10,61,428.00",
"21-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494919340","21-Feb-15","","5,00,000.00","15,61,428.00",
"21-Feb-15","INDO GIBL Indiaforensic STL27041","28494890782","21-Feb-15","2,29,949.00","","13,31,479.00",
"21-Feb-15","INDO GIBL Indiaforensic STL28041","28494916280","21-Feb-15","1,60,300.00","","11,71,179.00",
"21-Feb-15","INDO GIBL Indiaforensic STL29041","28494904939","21-Feb-15","76,000.00","","10,95,179.00",
"21-Feb-15","INDO GIBL Indiaforensic STL30041","28494885845","21-Feb-15","60,449.00","","10,34,730.00",
"21-Feb-15","INDO GIBL Indiaforensic STL01051","28494969538","21-Feb-15","2,59,075.00","","7,75,655.00",
"21-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494968336","21-Feb-15","899343","","-1,23,688.00",
"21-Feb-15","INDO GIBL Indiaforensic STL02051","28494923802","21-Feb-15","","3423423","32,99,735.00",
"21-Feb-15","FDRL/INTERNAL FUND TRANSFER","","21-Feb-15","","5,00,000.00","37,99,735.00",
"21-Feb-15","INDO GIBL Indiaforensic STL03051","28494872168","21-Feb-15","2,37,000.00","","35,62,735.00",
"21-Feb-15","","28494878296","21-Feb-15","2,72,000.00","","32,90,735.00",
"21-Feb-15","INDO GIBL Indiaforensic STL05051","28494861947","21-Feb-15","3,87,749.00","","29,02,986.00",
"","INDO GIBL Indiaforensic STL06051","28494972607","","1,01,050.00","","28,01,936.00",
"21-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494882598","21-Feb-15","","5,00,000.00","33,01,936.00",
"21-Feb-15","INDO GIBL Indiaforensic STL07051","28494934982","21-Feb-15","3,92,900.00","","29,09,036.00",
"21-Feb-15","INDO GIBL Indiaforensic STL08051","28494877627","21-Feb-15","2,90,350.00","","26,18,686.00",
"21-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494969270","21-Feb-15","","5,00,000.00","31,18,686.00",
"21-Feb-15","","28494938715","21-Feb-15","","5,00,000.00","36,18,686.00",
"21-Feb-15","INDO GIBL Indiaforensic STL09051","28494870989","21-Feb-15","3,65,625.00","","32,53,061.00",
"23-Feb-15","INDO GIBL Indiaforensic STL10051","28494931780","23-Feb-15","3,52,850.00","","29,00,211.00",
"23-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494871116","23-Feb-15","","5,00,000.00","34,00,211.00",
"23-Feb-15","INDO GIBL Indiaforensic STL11051","28494900008","23-Feb-15","3,45,749.00","","30,54,462.00",
"23-Feb-15","INDO GIBL Indiaforensic STL12051","28494925698","23-Feb-15","2,25,300.00","","28,29,162.00",
"23-Feb-15","","28494906381","23-Feb-15","10,000.00","","28,19,162.00",
"23-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494932412","23-Feb-15","","5,00,000.00","33,19,162.00",
"23-Feb-15","INDO GIBL Indiaforensic STL14051","28494948690","23-Feb-15","8,23,240.00","","24,95,922.00",
"23-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494949348","23-Feb-15","","5,00,000.00","29,95,922.00",
"23-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494876748","23-Feb-15","","5,00,000.00","34,95,922.00",
"23-Feb-15","INDO GIBL Indiaforensic STL15051","28494873361","23-Feb-15","7,85,049.00","","27,10,873.00",
"23-Feb-15","","28494939843","23-Feb-15","","5,00,000.00","32,10,873.00",
"23-Feb-15","INDO GIBL Indiaforensic STL16051","28494927213","23-Feb-15","4,03,100.00","","28,07,773.00",
"24-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494869445","24-Feb-15","","5,00,000.00","33,07,773.00",
"24-Feb-15","INDO GIBL Indiaforensic STL17051","28494948566","24-Feb-15","4,59,800.00","","28,47,973.00",
"24-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494894295","24-Feb-15","","5,00,000.00","33,47,973.00",
"24-Feb-15","INDO GIBL Indiaforensic STL18051","28494971624","24-Feb-15","3,73,850.00","","29,74,123.00",
"24-Feb-15","INDO GIBL Indiaforensic STL19051","28494950735","24-Feb-15","2,65,500.00","","27,08,623.00",
"24-Feb-15","INDO GIBL Indiaforensic STL20051","28494881268","24-Feb-15","25,700.00","","26,82,923.00",
"24-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494937958","24-Feb-15","","5,00,000.00","31,82,923.00",
"24-Feb-15","","28494901380","24-Feb-15","3,76,125.00","","28,06,798.00",
"24-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494970709","24-Feb-15","","5,00,000.00","33,06,798.00",
"25-Feb-15","INDO GIBL Indiaforensic STL22051","28494965826","25-Feb-15","2,65,250.00","","30,41,548.00",
"25-Feb-15","INDO GIBL Indiaforensic STL23051","28494917597","25-Feb-15","1,19,100.00","","29,22,448.00",
"25-Feb-15","FDRL/INTERNAL FUND TRANSFER","","25-Feb-15","","5,00,000.00","34,22,448.00",
"25-Feb-15","INDO GIBL Indiaforensic STL24051","28494945779","25-Feb-15","93,350.00","","33,29,098.00",
"25-Feb-15","INDO GIBL Indiaforensic STL25051","28494861956","25-Feb-15","2,01,000.00","","31,28,098.00",
"25-Feb-15","INDO GIBL Indiaforensic STL26051","28494938286","25-Feb-15","80,475.00","","30,47,623.00",
"25-Feb-15","","28494947318","25-Feb-15","27,200.00","","30,20,423.00",
"25-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494951424","25-Feb-15","","5,00,000.00","35,20,423.00",
"25-Feb-15","INDO GIBL Indiaforensic STL28051","28494860311","25-Feb-15","3,64,100.00","","31,56,323.00",
"26-Feb-15","INDO GIBL Indiaforensic STL29051","","26-Feb-15","3,41,200.00","","28,15,123.00",
"26-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494876498","26-Feb-15","","5,00,000.00","33,15,123.00",
"26-Feb-15","INDO GIBL Indiaforensic STL30051","28494900866","26-Feb-15","2,34,600.00","","30,80,523.00",
"26-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494893093","26-Feb-15","","5,00,000.00","35,80,523.00",
"26-Feb-15","INDO GIBL Indiaforensic STL31051","28494907638","26-Feb-15","78,000.00","","35,02,523.00",
"26-Feb-15","INDO GIBL Indiaforensic STL01061","28494915455","26-Feb-15","3,53,500.00","","31,49,023.00",
"26-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494949943","26-Feb-15","","5,00,000.00","36,49,023.00",
"26-Feb-15","","28494951039","26-Feb-15","4,02,850.00","","32,46,173.00",
"26-Feb-15","INDO GIBL Indiaforensic STL04061","28494865776","26-Feb-15","5,78,750.00","","26,67,423.00",
"26-Feb-15","INDO GIBL Indiaforensic STL05061","28494941139","26-Feb-15","2,51,200.00","","24,16,223.00",
"26-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494949613","26-Feb-15","","5,00,000.00","29,16,223.00",
"26-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494926021","26-Feb-15","","5,00,000.00","34,16,223.00",
"27-Feb-15","INDO GIBL Indiaforensic STL06061","28494958668","27-Feb-15","2,17,075.00","","31,99,148.00",
"27-Feb-15","INDO GIBL Indiaforensic STL07061","28494885278","27-Feb-15","4,91,005.00","","27,08,143.00",
"27-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494925168","27-Feb-15","","5,00,000.00","32,08,143.00",
"27-Feb-15","FDRL/INTERNAL FUND TRANSFER","28494897012","27-Feb-15","","5,00,000.00","37,08,143.00",
"27-Feb-15","INDO GIBL Indiaforensic STL08061","","28494869488","27-Feb-15","6,26,600.00","","30,81,543.00",
"27-Feb-15","INDO GIBL Indiaforensic STL09061","","28494905458","27-Feb-15","3,40,074.00","","27,41,469.00",
"27-Feb-15","INDO GIBL Indiaforensic STL10061","","28494884247","27-Feb-15","24,176.00","","27,17,293.00",
"27-Feb-15","","","28494961607","27-Feb-15","","5,00,000.00","32,17,293.00",
"27-Feb-15","FDRL/INTERNAL FUND TRANSFER","","28494971658","27-Feb-15","","5,00,000.00","37,17,293.00",
"27-Feb-15","INDO GIBL Indiaforensic STL11061","","28494932418","27-Feb-15","7,93,251.00","","29,24,042.00",
"28-Feb-15","FDRL/INTERNAL FUND TRANSFER","","28494884812","28-Feb-15","","5,00,000.00","34,24,042.00",
"28-Feb-15","INDO GIBL Indiaforensic STL12061","","28494910892","28-Feb-15","7,17,850.00","","27,06,192.00",
"28-Feb-15","INDO GIBL Indiaforensic STL27041","","28494974445","28-Feb-15","32,000.00","","26,74,192.00",
"28-Feb-15","FDRL/INTERNAL FUND TRANSFER","","28494895922","28-Feb-15","","5,00,000.00","31,74,192.00",
"28-Feb-15","FDRL/INTERNAL FUND TRANSFER","","28494873900","28-Feb-15","","10,00,000.00","41,74,192.00",
"28-Feb-15","INDO GIBL Indiaforensic STL13061","","28494967583","28-Feb-15","5,33,800.00","","36,40,392.00",
"28-Feb-15","INDO GIBL Indiaforensic STL14061","","28494890724","28-Feb-15","5,59,730.00","","30,80,662.00",
"28-Feb-15","FDRL/INTERNAL FUND TRANSFER","","28494933058","28-Feb-15","","10,00,000.00","40,80,662.00",
"28-Feb-15","INDO GIBL Indiaforensic STL17061","","28494934716","28-Feb-15","52,250.00","","40,28,412.00",
"","INDO GIBL Indiaforensic STL16061","","28494946156","","1,40,750.00","","38,87,662.00",
"28-Feb-15","INDO GIBL Indiaforensic STL15061","","28494955678","28-Feb-15","3,25,200.00","","35,62,462.00",
"28-Feb-15","FDRL/INTERNAL FUND TRANSFER","","","28-Feb-15","","50,000.00","36,12,462.00",
"28-Feb-15","INDO GIBL Indiaforensic STL18061","","28494865729","28-Feb-15","7,09,200.00","","29,03,262.00",
"02-Mar-15","FDRL/INTERNAL FUND TRANSFER","","28494862713","02-Mar-15","","50,000.00","29,53,262.00",
"02-Mar-15","INDO GIBL Indiaforensic STL19061","","28494861656","02-Mar-15","6,89,650.00","","22,63,612.00",
"02-Mar-15","FDRL/INTERNAL FUND TRANSFER","","28494956952","02-Mar-15","","5,00,000.00","27,63,612.00",
"02-Mar-15","INDO GIBL Indiaforensic STL20061","","28494879247","02-Mar-15","3,86,200.00","","23,77,412.00",
"02-Mar-15","INDO GIBL Indiaforensic STL21061","","28494879247","02-Mar-15","4,34,905.00","","19,42,487.00",
"02-Mar-15","FDRL/INTERNAL FUND TRANSFER","","28494973380","02-Mar-15","","1,00,000.00","20,42,487.00",
"02-Mar-15","INDO GIBL Indiaforensic STL24061","","28494944524","02-Mar-15","6,050.00","","20,36,437.00",
