"DATE","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"11-Aug-15","RUPAY POS ACQ SETTL 10091","28494891255","11-Aug-15","","2,189,742.90","4,410,621.54",
"11-Aug-15","RUPAY POS ACQ SETTL 11091","28494933900","11-Aug-15","","1,474,234.57","5,884,856.11",
"11-Aug-15","VISA POSDOM ACQ SETTL 110","28494959777","11-Aug-15","","1,922,228.99","7,807,085.10",
"11-Aug-15","MASTER POSDOM ACQ SETTL11","28494869690","11-Aug-15","","646,172.19","8,453,257.29",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","28494881860","11-Aug-15","","249,452.24","8,702,709.53",
"11-Aug-15","RUPAY POS ACQ SETTL 12091","28494946290","11-Aug-15","","1,758,353.60","10,461,063.13",
"11-Aug-15","VISA POSDOM ACQ SETTL 120","28494880947","11-Aug-15","","747,417.31","11,206,177.44",
"","MASTER POSDOM ACQ SETTL12","28494971178","","","327,666.93","11,533,844.37",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","28494905917","11-Aug-15","","119,714.43","11,653,558.80",
"11-Aug-15","RUPAY POS ACQ SETTL 13091","28494923441","11-Aug-15","","2,329,216.85","13,984,745.75",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494913178","11-Aug-15","1,200,000.00","","12,784,745.75",
"11-Aug-15","VISA POSDOM ACQ SETTL 130","28494892996","11-Aug-15","","876,469.30","13,661,215.05",
"11-Aug-15","MASTER POSDOM ACQ SETTL13","28494941266","11-Aug-15","","349,804.76","14,011,019.81",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","28494883914","11-Aug-15","","75,977.74","14,086,997.55",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494915445","11-Aug-15","3,600,000.00","","10,486,997.55",
"11-Aug-15","RUPAY POS ACQ SETTL 14091","28494923425","11-Aug-15","","1,945,546.17","12,432,543.72",
"11-Aug-15","VISA POSDOM ACQ SETTL 140","28494923359","11-Aug-15","","812,129.69","13,244,673.41",
"11-Aug-15","VISA POSINT ACQ SETTL 140","28494940957","11-Aug-15","","771.42","13,245,444.83",
"11-Aug-15","MASTER POSDOM ACQ SETTL14","28494919917","11-Aug-15","","246,403.21","13,491,848.04",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","28494928647","11-Aug-15","","101,644.16","13,593,492.20",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494951470","11-Aug-15","2,000,000.00","","11,593,492.20",
"11-Aug-15","RUPAY POS ACQ SETTL 15091","28494892960","11-Aug-15","","2,009,330.89","13,602,823.09",
"11-Aug-15","VISA POSDOM ACQ SETTL 150","28494921068","11-Aug-15","","614,642.81","14,217,465.90",
"11-Aug-15","MASTER POSDOM ACQ SETTL15","28494871726","11-Aug-15","","239,253.31","14,456,719.21",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","28494971779","11-Aug-15","","116,343.12","14,573,062.33",
"11-Aug-15","RUPAY POS ACQ SETTL 16091","28494899555","11-Aug-15","","1,836,165.76","16,409,228.09",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494908981","11-Aug-15","2,000,000.00","","14,409,228.09",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494965125","11-Aug-15","2,000,000.00","","12,409,228.09",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494924570","11-Aug-15","2,000,000.00","","10,409,228.09",
"11-Aug-15","VISA POSDOM ACQ SETTL 160","28494948411","11-Aug-15","","731,107.81","11,140,335.90",
"11-Aug-15","VISA POSINT ACQ SETTL 160","28494894015","11-Aug-15","","9,900.00","11,150,235.90",
"11-Aug-15","MASTER POSDOM ACQ SETTL16","28494901947","11-Aug-15","","245,850.76","11,396,086.66",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","35656454388","11-Aug-15","","93,545.16","11,489,631.82",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","28494883561","11-Aug-15","","99,524.05","11,589,155.87",
"11-Aug-15","RUPAY POS ACQ SETTL 17091","28494900321","11-Aug-15","","1,913,376.02","13,502,531.89",
"11-Aug-15","RUPAY POS ACQ SETTL 18091","28494932218","11-Aug-15","","1,447,760.42","14,950,292.31",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494887589","11-Aug-15","4,500,000.00","","10,450,292.31",
"11-Aug-15","VISA POSDOM ACQ SETTL 180","28494955260","11-Aug-15","","1,488,260.37","13,709,822.75",
"11-Aug-15","VISA POSDOM ACQ SETTL 190","28494867676","11-Aug-15","","859,728.86","14,569,551.61",
"11-Aug-15","MASTER POSDOM ACQ SETTL19","28494901523","11-Aug-15","","253,011.11","14,822,562.72",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","28494957277","11-Aug-15","","96,782.54","14,919,345.26",
"11-Aug-15","RUPAY POS ACQ SETTL 20091","28494915776","11-Aug-15","","2,064,939.51","16,984,284.77",
"11-Aug-15","MAESTRO POSDOM ACQ RVS1","28494911065","11-Aug-15","93,545.16","","16,890,739.61",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","28494879981","11-Aug-15","","79,878.26","16,970,617.87",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494942029","11-Aug-15","4,500,000.00","","12,470,617.87",
"11-Aug-15","Indiaforensic MASTER ACQ DOM2009","28494935267","11-Aug-15","","415,868.34","12,886,486.21",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM200","28494944667","11-Aug-15","","95,649.35","12,982,135.56",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494915646","11-Aug-15","2,500,000.00","","10,482,135.56",
"11-Aug-15","Indiaforensic MASTER POS INT 180","28494936642","11-Aug-15","","12,386.68","10,494,522.24",
"11-Aug-15","RUPAY POS ACQ SETTL 21091","28494894495","11-Aug-15","","2,183,529.30","12,678,051.54",
"11-Aug-15","VISA POSDOM ACQ SETTL 200","28494886913","11-Aug-15","","579,193.13","13,257,244.67",
"11-Aug-15","VISA POSDOM ACQ SETTL 210","35454241344","11-Aug-15","","838,947.87","14,096,192.54",
"11-Aug-15","MASTER POSDOM ACQ SETTL21","28494932550","11-Aug-15","","283,110.28","14,379,302.82",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL2","28494961898","11-Aug-15","","148,507.35","14,527,810.17",
"11-Aug-15","MASTER POSDOM ACQ SETTL18","28494880600","11-Aug-15","","391,413.99","14,919,224.16",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL1","28494915952","11-Aug-15","","65,933.19","14,985,157.35",
"11-Aug-15","MASTER POS QR ACQ SETTL18","28494901604","11-Aug-15","","1","14,985,158.35",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494934119","11-Aug-15","4,582,000.00","","10,403,159.46",
"11-Aug-15","Indiaforensic MASTER ACQ DOM2209","28494889109","11-Aug-15","","283,780.45","10,686,939.91",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM220","28494945456","11-Aug-15","","126,192.17","10,813,132.08",
"11-Aug-15","Indiaforensic RUPAY POS ACQ22091","28494970658","11-Aug-15","","1,898,678.99","12,711,811.07",
"11-Aug-15","Indiaforensic VISA ACQ DOM220917","36745645645","11-Aug-15","","818,040.93","13,529,852.00",
"11-Aug-15","MAESTRO POSDOM ACQ SETTL2","28494943839","11-Aug-15","","5,962.50","13,535,814.50",
"11-Aug-15","Indiaforensic MASTER ACQ DOM2309","28494895259","11-Aug-15","","119,047.29","13,654,861.79",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM230","28494860995","11-Aug-15","","83,505.22","13,738,367.01",
"11-Aug-15","Indiaforensic RUPAY POS ACQ23091","28494969565","11-Aug-15","","1,520,278.50","15,258,645.51",
"11-Aug-15","Indiaforensic VISA ACQ DOM230917","28494922594","11-Aug-15","","508,687.39","15,767,332.90",
"11-Aug-15","Indiaforensic VISA ACQ INT230917","28494906768","11-Aug-15","","2,036.35","15,769,369.25",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM240","28494890871","11-Aug-15","","104,029.82","15,873,399.07",
"11-Aug-15","Indiaforensic RUPAY POS ACQ24091","28494966745","11-Aug-15","","2,487,243.62","18,360,642.69",
"11-Aug-15","Indiaforensic VISA ACQ DOM240917","28494931460","11-Aug-15","1,990.00","","18,358,652.69",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494886367","11-Aug-15","7,900,000.00","","10,458,652.69",
"11-Aug-15","Indiaforensic MASTER ACQ DOM2509","28494914319","11-Aug-15","","272,589.34","10,731,242.03",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM250","28494876569","11-Aug-15","","105,527.97","10,836,770.00",
"11-Aug-15","Indiaforensic RUPAY POS ACQ25091","28494962838","11-Aug-15","","1,651,267.19","12,488,037.19",
"11-Aug-15","Indiaforensic VISA ACQ DOM250917","28494912569","11-Aug-15","","1,557,607.06","14,045,644.25",
"11-Aug-15","Indiaforensic MASTER ACQ DOM2409","28494891025","11-Aug-15","","289,637.00","14,335,281.25",
"11-Aug-15","Indiaforensic MASTER ACQ DOM2609","28494873987","11-Aug-15","","205,697.83","14,540,979.08",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM260","28494877654","11-Aug-15","","109,102.84","14,650,081.92",
"11-Aug-15","Indiaforensic RUPAY POS ACQ26091","28494881083","11-Aug-15","","2,063,139.69","16,713,221.61",
"11-Aug-15","Indiaforensic VISA ACQ DOM260917","28494908391","11-Aug-15","","843,603.44","17,556,825.05",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494916484","11-Aug-15","3,900,000.00","","13,656,825.05",
"11-Aug-15","Indiaforensic MASTER INTG RVSL14","28494925434","11-Aug-15","","24,733.74","13,681,558.79",
"11-Aug-15","Indiaforensic MAEST INTG RVSL140","28494960370","11-Aug-15","","2,084.34","13,683,643.13",
"11-Aug-15","Indiaforensic MASTER QR DOM15091","28494925781","11-Aug-15","","3","13,683,646.13",
"11-Aug-15","Indiaforensic MASTER ACQ INT 220","28494934249","11-Aug-15","","1,210.84","13,684,400.97",
"11-Aug-15","Indiaforensic MASTER ACQ DOM2709","28494933288","11-Aug-15","","272,229.39","13,956,630.36",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM270","28494914794","11-Aug-15","","142,247.52","14,098,877.88",
"11-Aug-15","Indiaforensic RUPAY POS ACQ27091","28494871470","11-Aug-15","","2,124,060.14","16,222,938.02",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494935367","11-Aug-15","2,600,000.00","","13,622,938.02",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM280","28494864373","11-Aug-15","","139,696.05","14,155,476.31",
"11-Aug-15","Indiaforensic RUPAY POS ACQ28091","28494889443","11-Aug-15","","2,455,358.29","16,610,834.60",
"11-Aug-15","Indiaforensic VISA ACQ DOM280917","28494948358","11-Aug-15","","1,662,302.60","18,273,137.20",
"11-Aug-15","TRANSFERR TO Indiaforensic SERVI","28494865383","11-Aug-15","4,600,000.00","","13,673,137.20",
"11-Aug-15","Indiaforensic MASTER ACQ DOM2909","35564553434","11-Aug-15","","269,628.26","13,942,765.46",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM290","28494890366","11-Aug-15","","138,725.99","14,081,491.45",
"11-Aug-15","Indiaforensic RUPAY POS ACQ29091","28494943054","11-Aug-15","","1,994,932.31","16,076,423.76",
"11-Aug-15","Indiaforensic VISA ACQ DOM290917","28494897879","11-Aug-15","","882,829.71","16,959,253.47",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494971673","11-Aug-15","3,300,000.00","","13,659,253.47",
"11-Aug-15","Indiaforensic MASTER ACQ DOM3009","28494914043","11-Aug-15","","310,075.81","13,969,329.28",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM300","28494917193","11-Aug-15","","93,292.67","14,062,621.95",
"11-Aug-15","Indiaforensic RUPAY POS ACQ30091","28494934893","11-Aug-15","","2,079,117.29","16,141,739.24",
"11-Aug-15","Indiaforensic VISA ACQ DOM300917","28494897759","11-Aug-15","","812,801.87","16,954,541.11",
"11-Aug-15","Indiaforensic RUPAY POS ACQ01101","28494881412","11-Aug-15","","1,948,893.09","18,903,434.20",
"11-Aug-15","Indiaforensic MASTER ACQ DOM0210","28494937545","11-Aug-15","","540,634.74","19,444,068.94",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM021","28494893588","11-Aug-15","","302,127.34","19,746,196.28",
"11-Aug-15","Indiaforensic RUPAY POS ACQ02101","28494936068","11-Aug-15","","1,668,401.51","21,414,597.79",
"11-Aug-15","Indiaforensic VISA ACQ DOM021017","28494859421","11-Aug-15","","1,752,106.62","23,166,704.41",
"11-Aug-15","Indiaforensic MASTER ACQ DOM0310","28494902398","11-Aug-15","","299,470.76","23,466,175.17",
"11-Aug-15","Indiaforensic MAESTRO ACQ DOM031","28494871017","11-Aug-15","","156,866.67","23,623,041.84",
"11-Aug-15","Indiaforensic RUPAY POS ACQ03101","28494920258","11-Aug-15","","1,638,783.06","25,261,824.90",
"11-Aug-15","Indiaforensic VISA ACQ DOM031017","28494900090","11-Aug-15","","906,594.31","26,168,419.21",
"11-Aug-15","TRF TO Indiaforensic SERVICES I","28494923787","11-Aug-15","9,500,000.00","","16,668,419.21",
"11-Aug-15","Indiaforensic MASTER ACQ INT27-2","28494935165","11-Aug-15","","59,091.68","16,727,510.89",
"11-Aug-15","Indiaforensic MASTER INT3009-021","28494960288","11-Aug-15","","2,479.93","16,729,990.82",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494944308","12-Aug-15","3,100,000.00","","13,629,990.82",
"12-Aug-15","Indiaforensic MASTER ACQ DOM0410","28494876966","12-Aug-15","","257,720.13","13,887,710.95",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM041","28494886331","12-Aug-15","","131,855.73","14,019,566.68",
"","Indiaforensic RUPAY POS ACQ04101","28494868834","","","2,521,162.26","16,540,728.94",
"12-Aug-15","Indiaforensic VISA ACQ DOM041017","28494890409","12-Aug-15","","870,169.72","17,410,898.66",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494945473","12-Aug-15","3,800,000.00","","13,610,898.66",
"12-Aug-15","Indiaforensic MASTER ACQ DOM0510","28494891249","12-Aug-15","","304,380.27","13,915,278.93",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM051","28494950610","12-Aug-15","","124,219.29","14,039,498.22",
"12-Aug-15","Indiaforensic VISA ACQ DOM051017","28494958753","12-Aug-15","","691,508.55","14,731,006.77",
"12-Aug-15","Indiaforensic MASTER ACQ QR0510","28494869318","12-Aug-15","","14","14,731,020.77",
"12-Aug-15","FDRL/INTERNAL FUND TRANSFER","28494936448","12-Aug-15","","1,500,000.00","16,231,020.77",
"12-Aug-15","Indiaforensic MASTER ACQ DOM0610","28494937116","12-Aug-15","","322,994.57","16,554,015.34",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM061","28494896274","12-Aug-15","","205,092.91","16,759,108.25",
"12-Aug-15","Indiaforensic RUPAY POS ACQ06101","28494950175","12-Aug-15","","1,752,778.05","18,511,886.30",
"12-Aug-15","Indiaforensic POS ACQ SETTL 0510","28494937534","12-Aug-15","1,510,936.72","","17,000,949.58",
"12-Aug-15","Indiaforensic RUPAY POS ACQ07101","28494947219","12-Aug-15","","2,284,498.42","19,285,448.00",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494974211","12-Aug-15","1,000,000.00","","18,285,448.00",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494925929","12-Aug-15","2,000,000.00","","16,285,448.00",
"12-Aug-15","Indiaforensic MASTER ACQ DOM0710","28494964164","12-Aug-15","","424,623.29","16,710,071.29",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM071","28494869835","12-Aug-15","","179,142.43","16,889,213.72",
"12-Aug-15","Indiaforensic VISA ACQ DOM071017","28494861191","12-Aug-15","","1,687,889.00","18,577,102.72",
"12-Aug-15","Indiaforensic RUPAY POS ACQ08101","28494925541","12-Aug-15","","2,411,058.03","20,988,160.75",
"12-Aug-15","Indiaforensic MASTER ACQ DOM0910","28494886561","12-Aug-15","","450,163.10","21,438,323.85",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM091","28494935857","12-Aug-15","","307,869.38","21,746,193.23",
"12-Aug-15","Indiaforensic RUPAY POS ACQ09101","28494883033","12-Aug-15","","1,173,779.51","22,919,972.74",
"12-Aug-15","Indiaforensic VISA ACQ DOM091017","28494890323","12-Aug-15","","1,827,334.81","24,747,307.55",
"12-Aug-15","FND TRF TO Indiaforensic SERVIC","28494938716","12-Aug-15","2,000,000.00","","22,747,307.55",
"12-Aug-15","FND TRF TO Indiaforensic SERVIC","28494923999","12-Aug-15","2,000,000.00","","20,747,307.55",
"12-Aug-15","FND TRF TO Indiaforensic SERVIC","28494881414","12-Aug-15","1,000,000.00","","19,747,307.55",
"12-Aug-15","FND TRF TO Indiaforensic SERVIC","28494959775","12-Aug-15","1,000,000.00","","18,747,307.55",
"12-Aug-15","FND TRF TO Indiaforensic SERVIC","28494921448","12-Aug-15","1,000,000.00","","17,747,307.55",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","","12-Aug-15","4,100,000.00","","13,647,307.55",
"12-Aug-15","Indiaforensic MASTER ACQ DOM1010","28494915091","12-Aug-15","","737,893.21","14,385,200.76",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM101","28494956622","12-Aug-15","","206,927.46","14,592,128.22",
"12-Aug-15","Indiaforensic RUPAY POS ACQ10101","28494869838","12-Aug-15","","2,466,420.78","17,058,549.00",
"12-Aug-15","Indiaforensic VISA ACQ DOM101017","28494901661","12-Aug-15","","943,414.85","18,001,963.85",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494944806","12-Aug-15","4,300,000.00","","13,701,963.85",
"12-Aug-15","Indiaforensic MASTER ACQ DOM1110","28494872984","12-Aug-15","","453,943.20","14,155,907.05",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM111","28494919172","12-Aug-15","","175,069.41","14,330,976.46",
"12-Aug-15","Indiaforensic RUPAY POS ACQ11101","28494934357","12-Aug-15","","2,771,178.25","17,102,154.71",
"12-Aug-15","Indiaforensic VISA ACQ DOM111017","28494972638","12-Aug-15","","940,174.18","18,042,328.89",
"12-Aug-15","Indiaforensic MASTER ACQ DOM1210","28494873655","12-Aug-15","","299,144.14","18,341,473.03",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM121","28494963995","12-Aug-15","","122,354.74","18,463,827.77",
"12-Aug-15","Indiaforensic RUPAY POS ACQ12101","28494867020","12-Aug-15","","2,647,169.56","21,110,997.33",
"12-Aug-15","Indiaforensic VISA ACQ DOM121017","28494945887","12-Aug-15","","938,629.39","22,049,626.72",
"12-Aug-15","Indiaforensic VISA ACQ INT121017","28494897079","12-Aug-15","","595.84","22,050,222.56",
"12-Aug-15","TRANSFERR TO Indiaforensic SERVI","28494892735","12-Aug-15","4,400,000.00","","17,650,222.56",
"12-Aug-15","Indiaforensic MASTER ACQ INT06-1","28494870809","12-Aug-15","","17,450.80","17,667,673.36",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494944868","12-Aug-15","4,000,000.00","","13,667,673.36",
"12-Aug-15","Indiaforensic MASTER ACQ DOM1310","28494951239","12-Aug-15","","388,295.05","14,055,968.41",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM131","28494898504","12-Aug-15","","145,358.32","14,201,326.73",
"12-Aug-15","Indiaforensic RUPAY POS ACQ13101","28494873933","12-Aug-15","","2,486,879.27","16,688,206.00",
"12-Aug-15","Indiaforensic VISA ACQ DOM131017","28494906949","12-Aug-15","","982,805.45","17,671,011.45",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494911665","12-Aug-15","4,000,000.00","","13,671,011.45",
"12-Aug-15","Indiaforensic MASTER ACQ DOM1410","28494903972","12-Aug-15","","480,923.67","14,151,935.12",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM141","28494930990","12-Aug-15","","150,105.40","14,302,040.52",
"12-Aug-15","Indiaforensic RUPAY POS ACQ14101","28494934736","12-Aug-15","","2,422,684.79","16,724,725.31",
"12-Aug-15","Indiaforensic VISA ACQ DOM141017","28494922945","12-Aug-15","","905,082.54","17,629,807.85",
"12-Aug-15","Indiaforensic RUPAY POS ACQ15101","28494938878","12-Aug-15","","2,531,210.53","20,161,018.38",
"12-Aug-15","Indiaforensic VISA ACQ INT151017","28494881221","12-Aug-15","","10,186.70","20,171,205.08",
"12-Aug-15","Indiaforensic MASTER ACQ DOM1610","28494967118","12-Aug-15","","526,313.43","20,697,518.51",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM161","28494876801","12-Aug-15","","264,386.56","20,961,905.07",
"12-Aug-15","Indiaforensic RUPAY POS ACQ16101","28494960128","12-Aug-15","","2,338,684.06","23,300,589.13",
"12-Aug-15","Indiaforensic VISA ACQ DOM161017","28494861092","12-Aug-15","","2,669,040.06","25,969,629.19",
"12-Aug-15","Indiaforensic VISA ACQ INT161017","28494956081","12-Aug-15","","9,626.34","25,979,255.53",
"12-Aug-15","Indiaforensic MASTER ACQ INT12-1","28494947746","12-Aug-15","","62,573.31","26,041,828.84",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494925196","12-Aug-15","12,000,000.00","","14,041,828.84",
"12-Aug-15","Indiaforensic MASTER ACQ DOM1710","35523434534","12-Aug-15","","1,083,573.08","15,125,401.92",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM171","28494906694","12-Aug-15","","201,114.78","15,326,516.70",
"","Indiaforensic RUPAY POS ACQ17101","28494905585","","","2,821,466.58","18,147,983.28",
"12-Aug-15","Indiaforensic VISA ACQ DOM171017","28494956566","12-Aug-15","","1,379,749.27","19,527,732.55",
"12-Aug-15","Indiaforensic VISA ACQ INT171017","28494960515","12-Aug-15","","1,980.00","19,529,712.55",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494968738","12-Aug-15","5,900,000.00","","13,629,712.55",
"12-Aug-15","Indiaforensic RUPAY POS ACQ18101","28494873526","12-Aug-15","","3,577,775.22","17,207,487.77",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494883697","12-Aug-15","1,000,000.00","","16,207,487.77",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494914688","12-Aug-15","500,000.00","","15,707,487.77",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494941786","12-Aug-15","500,000.00","","15,207,487.77",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494936879","12-Aug-15","500,000.00","","14,707,487.77",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494913163","12-Aug-15","500,000.00","","14,207,487.77",
"12-Aug-15","Indiaforensic VISA ACQ DOM181017","28494948508","12-Aug-15","","1,713,458.31","15,920,946.08",
"12-Aug-15","Indiaforensic MASTER ACQ DOM1810","28494906331","12-Aug-15","","764,476.27","16,685,422.35",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM181","28494886848","12-Aug-15","","193,179.09","16,878,601.44",
"12-Aug-15","Indiaforensic RUPAY POS ACQ19101","28494948677","12-Aug-15","","3,424,460.36","20,303,061.80",
"12-Aug-15","Indiaforensic VISA ACQ DOM191017","28494912206","12-Aug-15","","1,526,127.02","21,829,188.82",
"12-Aug-15","Indiaforensic RUPAY POS ACQ20101","28494937203","12-Aug-15","","2,638,438.22","24,467,627.04",
"12-Aug-15","Indiaforensic VISA ACQ DOM201017","28494859693","12-Aug-15","","1,706,462.49","26,174,089.53",
"12-Aug-15","Indiaforensic RUPAY POS ACQ21101","28494915358","12-Aug-15","","2,517,620.43","28,691,709.96",
"12-Aug-15","Indiaforensic VISA ACQ DOM211017","28494952748","12-Aug-15","","226,280.02","28,917,989.98",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494941011","12-Aug-15","10,000,000.00","","18,917,989.98",
"12-Aug-15","TRF TO Indiaforensic SERVICES I","28494877624","12-Aug-15","15,000,000.00","","3,917,989.98",
"12-Aug-15","Indiaforensic MASTER ACQ DOM1910","28494936444","12-Aug-15","","645,475.88","4,563,465.86",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM191","28494867696","12-Aug-15","","160,688.30","4,724,154.16",
"12-Aug-15","Indiaforensic MASTER ACQ DOM2010","28494891261","12-Aug-15","","640,841.23","5,364,995.39",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM201","28494949366","12-Aug-15","","153,143.32","5,518,138.71",
"12-Aug-15","Indiaforensic MASTER ACQ DOM2110","28494890530","12-Aug-15","","28,061.82","5,546,200.53",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM211","28494916671","12-Aug-15","","132,561.11","5,678,761.64",
"12-Aug-15","Indiaforensic VISA ACQ INT211017","28494903076","12-Aug-15","","4,554.00","5,683,315.64",
"12-Aug-15","Indiaforensic MASTER ACQ DOM2310","28494863895","12-Aug-15","","68,792.77","5,752,108.41",
"12-Aug-15","Indiaforensic MAESTRO ACQ DOM231","28494887614","12-Aug-15","","341,334.06","6,093,442.47",
"12-Aug-15","Indiaforensic RUPAY POS ACQ23101","28494941560","12-Aug-15","","505,118.20","6,598,560.67",
"12-Aug-15","Indiaforensic RUPAY POS ACQ22101","28494860827","12-Aug-15","","266,992.16","6,865,552.83",
"12-Aug-15","Indiaforensic VISA ACQ DOM231017","28494887698","12-Aug-15","","144,534.59","7,010,087.42",
"12-Aug-15","Indiaforensic VISA ACQ DOM221017","28494934478","12-Aug-15","","180","7,010,267.42",
"13-Aug-15","Indiaforensic MASTER ACQ DOM2410","28494865780","13-Aug-15","","1,363,096.08","373,363.50",
"13-Aug-15","Indiaforensic MAESTRO ACQ DOM241","28494882197","13-Aug-15","","164,811.15","538,174.65",
"13-Aug-15","Indiaforensic RUPAY POS ACQ24101","28494936220","13-Aug-15","","2,461,218.50","2,999,393.15",
"13-Aug-15","Indiaforensic VISA ACQ DOM241017","28494973211","13-Aug-15","","1,113,277.52","4,112,670.67",
"13-Aug-15","Indiaforensic VISA ACQ INT231017","28494951832","13-Aug-15","","1,980.00","4,114,650.67",
"13-Aug-15","TRANSFERR TO Indiaforensic SERVI","28494864391","13-Aug-15","490,000.00","","3,624,650.67",
"13-Aug-15","Indiaforensic MASTER ACQ DOM2510","28494929329","13-Aug-15","","505,726.37","4,130,377.04",
"13-Aug-15","Indiaforensic MAESTRO ACQ DOM251","28494883733","13-Aug-15","","112,242.55","4,242,619.59",
"13-Aug-15","Indiaforensic RUPAY POS ACQ25101","28494974650","13-Aug-15","","3,867,983.91","8,110,603.50",
"13-Aug-15","Indiaforensic VISA ACQ DOM251017","28494888268","13-Aug-15","","989,927.57","9,100,531.07",
"13-Aug-15","TRANSFERR TO Indiaforensic SERVI","28494869587","13-Aug-15","5,000,000.00","","4,100,531.07",
"13-Aug-15","Indiaforensic MASTER ACQ DOM2610","28494916385","13-Aug-15","","490,304.42","4,590,835.49",
"13-Aug-15","Indiaforensic MAESTRO ACQ DOM261","28494904876","13-Aug-15","","202,178.15","4,793,013.64",
"13-Aug-15","Indiaforensic RUPAY POS ACQ26101","28494917307","13-Aug-15","","5,506,799.88","10,299,813.52",
"13-Aug-15","Indiaforensic VISA ACQ DOM261017","28494887026","13-Aug-15","","1,167,060.85","11,466,874.37",
"13-Aug-15","Indiaforensic VISA ACQ INT251017","28494884079","13-Aug-15","","1,285.70","11,468,160.07",
"13-Aug-15","TRF TO Indiaforensic SERVICES I","28494947600","13-Aug-15","7,900,000.00","","3,568,160.07",
"13-Aug-15","Indiaforensic MASTER ACQ DOM2710","28494901011","13-Aug-15","","372,051.17","3,940,211.24",
